,E01018218,E01018219,E01018220,E01018221,E01018222,E01018223,E01018224,E01018225,E01018226,E01018227,E01018228,E01018231,E01018232,E01032611,E01018233,E01018234,E01018235,E01018236,E01018237,E01018238,E01018239,E01018240,E01018241,E01018242,E01018243,E01018244,E01018245,E01018246,E01018247,E01018248,E01018249,E01018250,E01018251,E01018252,E01018253,E01018254,E01018255,E01018256,E01018257,E01018258,E01018259,E01018260,E01018262,E01018263,E01018264,E01018265,E01018266,E01018267,E01018268,E01018269,E01018270,E01018271,E01018272,E01018273,E01018274,E01018275,E01018276,E01018277,E01017943,E01018278,E01017944,E01018279,E01017945,E01018280,E01017946,E01018281,E01017947,E01018282,E01017948,E01018283,E01017949,E01018284,E01017950,E01018285,E01017951,E01018286,E01017952,E01018287,E01017953,E01018288,E01017954,E01018289,E01017955,E01018290,E01017956,E01018291,E01017957,E01018292,E01017958,E01018293,E01017959,E01018294,E01017960,E01018295,E01033425,E01017961,E01018296,E01033426,E01017962,E01018297,E01033113,E01033427,E01017963,E01018298,E01033114,E01033428,E01017964,E01018299,E01033115,E01033429,E01017965,E01018300,E01033116,E01033430,E01017966,E01018301,E01033117,E01017967,E01018302,E01033118,E01017968,E01018303,E01033119,E01017969,E01018304,E01033120,E01017971,E01018305,E01033121,E01017972,E01018306,E01017973,E01018307,E01017974,E01017975,E01017976,E01017977,E01017978,E01017979,E01017980,E01017983,E01017984,E01017985,E01017986,E01017987,E01017988,E01017989,E01017990,E01017991,E01017992,E01017993,E01017994,E01017995,E01017996,E01017997,E01017998,E01017999,E01018000,E01018001,E01018002,E01018003,E01018005,E01018006,E01018007,E01018008,E01018009,E01018010,E01018011,E01018012,E01018013,E01018014,E01018015,E01018016,E01018017,E01018019,E01018020,E01018021,E01018022,E01018023,E01018024,E01018025,E01018026,E01018027,E01018029,E01018030,E01018032,E01018033,E01018034,E01018035,E01018036,E01018037,E01018038,E01018039,E01018040,E01018041,E01018042,E01018043,E01018044,E01018045,E01018046,E01018047,E01018049,E01018050,E01018051,E01018052,E01018053,E01018054,E01018055,E01018056,E01018057,E01032792,E01032794,E01032795,E01032797,E01032802,TOTAL
E01018016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,4,18,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,2,2,0,0,0,0,0,66
E01018017,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,4,6,54,6,0,6,2,24,2,0,4,2,2,0,0,0,0,6,0,0,0,0,4,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,202
E01018019,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,2,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,6,2,4,2,22,62,2,2,2,70,0,0,4,0,2,0,0,0,6,6,0,0,0,2,2,4,2,6,0,2,0,4,6,2,2,2,0,0,0,0,2,0,0,0,0,0,292
E01018020,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,40,22,2,2,4,4,0,8,14,8,4,4,2,2,0,6,4,6,0,4,6,8,14,4,14,6,2,2,0,4,0,4,18,10,0,0,0,0,0,0,268
E01018021,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,26,72,2,6,2,0,4,2,10,0,6,4,4,0,6,0,10,2,0,0,4,0,2,10,4,2,2,4,2,0,2,10,0,6,2,0,0,0,0,0,234
E01018022,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,2,0,8,4,56,2,0,0,4,0,2,2,4,0,0,0,4,6,6,8,0,0,2,0,2,4,0,0,0,4,0,2,0,2,14,8,0,4,0,0,0,0,196
E01018023,4,2,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,6,4,6,2,10,10,0,2,0,136,0,0,4,0,0,0,0,0,2,8,2,0,0,0,2,4,2,2,0,0,0,0,0,4,2,2,0,0,0,0,4,2,2,0,0,0,300
E01018024,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,18,0,0,0,12,0,0,0,4,0,2,0,24,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,8,8,12,2,66,20,18,10,28,12,8,30,2,10,14,4,8,18,0,4,18,30,14,26,14,16,14,6,8,16,6,10,12,8,2,0,0,0,0,0,596
E01018025,0,2,2,4,0,2,2,0,0,0,0,0,2,12,2,4,4,4,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,4,0,2,0,2,4,2,0,4,2,0,0,2,2,0,4,2,2,0,6,0,10,2,0,6,0,0,6,0,6,2,4,0,6,0,6,0,2,0,2,0,0,4,0,0,2,0,2,2,2,0,2,2,2,0,2,2,2,0,0,0,150,4,2,60,0,4,4,48,2,8,2,160,2,4,0,52,2,0,2,148,2,6,0,2,4,0,0,4,0,2,0,2,2,4,0,0,4,2,0,0,0,0,0,2,2,0,4,0,4,2,2,0,0,0,4,2,2,2,4,4,0,0,2,0,0,2,0,0,0,0,2,0,0,12,14,12,10,10,6,2,6,132,122,60,24,98,184,184,164,296,116,312,162,28,34,70,62,98,94,40,18,86,138,94,82,92,68,86,46,32,56,40,130,80,88,10,4,0,2,4,2,4400
E01018026,0,4,2,8,2,0,2,2,0,2,0,6,2,2,4,4,4,6,0,0,0,0,0,2,2,2,0,0,4,0,2,2,8,0,2,2,2,0,2,4,2,4,4,0,0,2,2,0,0,0,0,0,4,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,2,0,0,0,0,0,0,2,2,0,2,0,0,2,0,2,0,0,96,0,0,86,4,6,2,30,2,2,0,68,2,4,0,78,2,6,2,96,2,8,0,4,2,4,2,0,2,0,6,2,0,2,10,4,2,2,8,2,0,8,2,0,2,0,0,0,0,0,4,0,4,2,8,2,2,2,0,2,6,0,0,2,2,0,0,2,0,0,4,2,2,6,0,6,8,10,8,6,2,100,40,42,8,54,44,82,72,142,50,150,106,10,26,32,34,54,62,10,24,82,84,78,64,134,50,42,38,58,32,46,48,86,72,12,2,4,6,2,0,2866
E01018027,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,20,0,2,0,10,0,0,0,20,0,0,2,2,0,10,0,48,0,4,2,0,0,0,2,0,0,0,4,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,2,0,2,2,0,0,2,0,0,0,0,2,4,0,10,4,8,2,0,16,44,32,8,28,24,20,64,58,18,58,44,2,6,12,18,20,20,4,8,36,48,32,38,56,10,8,10,14,16,24,60,44,24,2,0,0,0,0,0,1170
E01018029,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,24,0,4,12,0,0,0,4,0,0,0,30,0,2,0,2,0,0,0,36,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,2,4,2,2,2,2,4,34,10,0,30,10,10,28,78,18,52,16,8,6,16,4,18,12,2,2,6,12,18,18,2,16,6,4,4,4,2,14,16,12,2,2,0,2,0,2,692
E01018030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,10,2,4,6,8,2,8,0,0,0,0,0,0,2,0,2,4,0,2,0,0,2,6,0,0,2,0,2,2,0,0,0,0,0,0,84
E01018032,0,0,0,0,2,4,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,0,18,0,0,0,2,0,2,0,30,0,2,0,14,0,0,2,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,4,0,2,2,28,14,20,2,12,14,24,18,66,32,58,44,10,4,18,16,22,22,2,2,14,32,20,12,18,16,4,14,8,6,8,26,34,6,4,0,0,0,0,0,822
E01018033,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,2,0,4,0,4,0,0,0,8,0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,2,4,6,10,6,12,6,12,8,10,12,30,14,0,4,6,2,6,14,4,2,12,4,6,0,14,8,2,2,4,6,2,8,10,4,0,0,0,0,0,0,338
E01018034,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,12,0,0,0,4,0,0,0,20,0,0,0,8,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,4,6,0,0,2,0,0,0,2,8,0,2,8,2,4,2,102,88,4,2,0,0,26,8,2,2,2,2,0,22,24,10,14,12,0,2,2,4,6,0,0,0,0,0,466
E01018035,2,2,6,8,2,4,0,0,0,4,2,0,0,24,4,2,4,2,0,0,6,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,4,6,0,0,2,2,4,0,6,0,0,0,2,4,2,2,0,0,4,2,6,0,0,4,0,2,2,0,0,6,2,2,0,0,2,0,2,4,2,2,2,0,0,0,0,10,0,0,0,0,0,2,2,0,20,2,0,12,2,0,6,60,0,0,0,18,0,0,4,112,4,4,4,24,12,2,0,0,4,6,0,0,0,2,0,0,4,2,2,4,0,4,4,0,2,0,0,2,0,4,0,0,0,0,2,2,4,0,0,0,2,0,0,0,6,2,0,0,2,0,6,0,0,0,0,0,2,16,8,22,24,22,22,12,14,2,18,4,32,12,16,4,24,58,20,36,42,92,160,14,4,16,14,44,38,20,30,22,22,32,84,50,66,82,150,12,16,14,16,22,2,0,0,0,2,1960
E01018036,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,4,2,0,0,2,2,10,0,4,2,0,2,88,48,12,0,0,0,0,4,0,0,2,2,0,2,0,2,16,8,20,8,2,0,0,0,0,0,290
E01018037,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,6,0,0,6,0,0,0,2,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,2,0,0,0,2,12,2,22,0,4,2,0,4,8,2,10,6,2,2,78,54,12,10,0,0,8,10,0,4,8,2,2,6,4,18,14,8,30,16,0,0,0,0,0,0,442
E01018038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,0,2,4,2,0,0,8,4,14,8,2,0,0,0,2,2,2,2,2,0,0,0,6,8,4,2,0,0,0,0,0,0,100
E01018039,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,8,2,6,0,2,0,0,0,0,0,0,2,0,0,4,2,4,0,0,2,0,0,0,0,0,0,4,2,0,0,4,0,2,0,0,0,0,4,2,2,2,4,0,0,0,0,0,2,4,0,2,0,0,2,0,0,2,4,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,22,0,2,10,0,2,2,8,2,4,0,20,0,4,0,6,2,4,0,12,0,0,0,0,0,0,2,0,0,0,2,4,2,0,0,0,2,0,0,0,2,0,2,4,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,4,0,0,2,0,20,30,18,2,28,6,12,14,32,10,36,8,4,0,16,16,84,90,4,8,18,22,20,14,12,4,2,10,4,14,18,24,28,24,4,0,0,0,0,0,894
E01018040,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,4,0,2,2,4,4,0,0,8,0,2,0,22,20,0,4,2,4,30,34,0,2,8,12,8,16,4,2,6,2,0,2,2,0,2,0,0,0,0,0,280
E01018041,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,4,0,0,0,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,4,2,0,0,2,0,0,2,0,2,0,2,4,0,4,16,6,4,4,4,2,0,22,36,6,6,2,4,0,20,12,8,12,52,4,10,4,0,2,0,0,0,0,0,324
E01018042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,10,22,14,16,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,102
E01018043,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,10,0,2,0,8,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,18,4,2,4,6,2,10,18,0,2,4,4,0,2,2,4,10,2,4,44,72,48,34,60,0,4,2,0,4,6,6,6,4,2,0,0,0,0,0,466
E01018044,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,2,2,10,20,2,2,8,6,8,12,10,2,6,4,2,6,0,6,2,4,2,8,72,66,104,44,64,2,4,4,0,4,12,4,0,6,2,0,0,2,0,0,578
E01018045,0,0,0,2,2,0,2,0,0,0,0,6,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,12,0,0,0,4,0,2,0,4,2,2,0,8,0,2,0,14,2,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,2,0,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,2,0,0,0,4,4,2,4,0,0,30,34,12,6,18,12,12,30,32,18,16,18,6,4,6,6,8,12,6,12,60,66,80,88,82,4,8,2,6,12,12,20,26,14,4,0,2,2,0,0,956
E01018046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,6,0,0,4,4,6,4,10,4,2,10,0,0,4,6,10,4,6,0,26,40,32,42,54,4,0,6,0,4,4,10,4,2,0,0,0,0,0,0,376
E01018047,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,30,0,0,0,34,0,2,0,18,0,0,0,106,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,6,6,4,0,12,12,12,8,12,10,14,20,54,12,26,42,6,4,2,6,4,20,14,6,22,28,66,14,26,114,32,42,88,164,20,22,10,10,12,0,0,0,0,0,1260
